"B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino","Estimate!!Total!!Hispanic or Latino!!White alone","Margin of Error!!Total!!Hispanic or Latino!!White alone","Estimate!!Total!!Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Hispanic or Latino!!Asian alone","Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Hispanic or Latino!!Some other race alone","Estimate!!Total!!Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"2469","325","2375","330","525","137","60","98","0","12","1783","309","0","12","0","12","7","14","0","12","7","14","94","94","18","25","0","12","0","12","0","12","0","12","71","89","5","11","0","12","5","11","1500000US060014433212","Block Group 2, Census Tract 4433.21, Alameda County, California"
"1504","288","1491","282","283","117","126","126","17","31","1000","224","35","43","0","12","30","29","0","12","30","29","13","51","0","12","0","12","0","12","0","12","0","12","9","35","4","16","4","16","0","12","1500000US060014433221","Block Group 1, Census Tract 4433.22, Alameda County, California"
"1879","345","1688","322","530","187","10","12","7","10","1095","263","0","12","15","23","31","33","12","21","19","23","191","198","15","23","0","12","0","12","9","16","0","12","0","12","167","200","162","200","5","8","1500000US060014433222","Block Group 2, Census Tract 4433.22, Alameda County, California"
"3663","653","2370","468","1094","270","78","86","0","12","659","300","243","335","19","31","277","204","0","12","277","204","1293","493","276","219","0","12","0","12","0","12","0","12","585","372","432","350","357","344","75","109","1500000US060014441001","Block Group 1, Census Tract 4441, Alameda County, California"
"1432","476","1045","289","817","286","0","12","0","12","113","112","73","113","42","77","0","12","0","12","0","12","387","428","387","428","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014441002","Block Group 2, Census Tract 4441, Alameda County, California"
"1307","532","1010","368","683","273","0","12","0","12","307","268","0","12","0","12","20","30","0","12","20","30","297","230","104","79","0","12","0","12","0","12","0","12","113","118","80","109","80","109","0","12","1500000US060014441003","Block Group 3, Census Tract 4441, Alameda County, California"
"1083","221","1048","223","630","185","31","37","0","12","314","181","20","30","0","12","53","88","0","12","53","88","35","39","18","29","0","12","0","12","17","27","0","12","0","12","0","12","0","12","0","12","1500000US060014441004","Block Group 4, Census Tract 4441, Alameda County, California"
"1225","416","725","316","315","154","41","48","0","12","214","205","155","229","0","12","0","12","0","12","0","12","500","316","105","94","0","12","0","12","0","12","0","12","242","190","153","228","84","113","69","117","1500000US060014442001","Block Group 1, Census Tract 4442, Alameda County, California"
"2595","531","1448","368","713","204","74","72","0","12","477","296","105","112","0","12","79","75","40","65","39","39","1147","472","368","212","0","12","0","12","0","12","0","12","673","430","106","92","45","49","61","68","1500000US060014442002","Block Group 2, Census Tract 4442, Alameda County, California"
"2862","460","2064","397","742","200","167","159","0","12","1053","310","33","52","0","12","69","59","0","12","69","59","798","388","119","86","0","12","0","12","36","59","0","12","471","372","172","151","162","149","10","17","1500000US060014442003","Block Group 3, Census Tract 4442, Alameda County, California"
"1476","352","954","317","470","264","0","12","17","23","440","194","0","12","0","12","27","23","0","12","27","23","522","262","202","138","0","12","0","12","0","12","0","12","257","245","63","69","47","64","16","26","1500000US060014443011","Block Group 1, Census Tract 4443.01, Alameda County, California"
"2436","425","1513","241","617","151","52","71","0","12","685","219","0","12","42","58","117","94","29","40","88","86","923","400","180","184","0","12","0","12","29","45","0","12","277","213","437","344","360","318","77","60","1500000US060014443012","Block Group 2, Census Tract 4443.01, Alameda County, California"
"2251","432","684","235","462","222","60","57","0","12","115","102","0","12","0","12","47","55","34","51","13","20","1567","457","492","257","0","12","1","2","0","12","0","12","844","414","230","251","214","249","16","29","1500000US060014443021","Block Group 1, Census Tract 4443.02, Alameda County, California"
"2213","322","1570","253","243","115","142","117","0","12","1017","238","0","12","0","12","168","105","0","12","168","105","643","262","63","69","31","45","24","37","0","12","0","12","446","235","79","60","31","35","48","50","1500000US060014443022","Block Group 2, Census Tract 4443.02, Alameda County, California"
"1455","452","511","222","395","169","7","11","0","12","78","86","0","12","0","12","31","38","0","12","31","38","944","466","47","49","0","12","47","81","76","100","0","12","644","451","130","127","107","123","23","37","1500000US060014444001","Block Group 1, Census Tract 4444, Alameda County, California"
"1735","401","907","243","493","187","122","124","0","12","281","120","0","12","0","12","11","17","0","12","11","17","828","353","198","138","0","12","0","12","0","12","0","12","550","312","80","123","80","123","0","12","1500000US060014444002","Block Group 2, Census Tract 4444, Alameda County, California"
"1533","488","822","340","416","201","133","190","0","12","175","112","0","12","0","12","98","124","0","12","98","124","711","399","213","173","15","23","25","51","0","12","0","12","451","344","7","11","7","11","0","12","1500000US060014444003","Block Group 3, Census Tract 4444, Alameda County, California"
"885","348","595","328","443","289","0","12","0","12","143","172","0","12","0","12","9","14","0","12","9","14","290","150","109","121","0","12","0","12","18","28","0","12","151","121","12","19","12","19","0","12","1500000US060014445001","Block Group 1, Census Tract 4445, Alameda County, California"
"1837","415","1718","429","292","164","198","314","0","12","1210","342","0","12","0","12","18","28","0","12","18","28","119","114","80","98","0","12","0","12","0","12","0","12","29","60","10","16","10","16","0","12","1500000US060014445002","Block Group 2, Census Tract 4445, Alameda County, California"
"2348","511","1292","473","510","232","509","396","0","12","273","174","0","12","0","12","0","12","0","12","0","12","1056","447","307","257","0","12","0","12","0","12","0","12","736","375","13","23","13","23","0","12","1500000US060014445003","Block Group 3, Census Tract 4445, Alameda County, California"
"1516","356","901","283","568","236","120","89","0","12","202","113","6","9","0","12","5","9","0","12","5","9","615","293","148","89","0","12","0","12","0","12","0","12","391","283","76","73","76","73","0","12","1500000US060014445004","Block Group 4, Census Tract 4445, Alameda County, California"
"2586","420","2117","394","1193","333","263","266","0","12","557","282","49","52","30","50","25","49","0","12","25","49","469","258","225","149","0","12","47","82","0","12","0","12","83","96","114","172","114","172","0","12","1500000US060014446011","Block Group 1, Census Tract 4446.01, Alameda County, California"
"2580","520","1749","471","765","405","60","62","37","63","776","248","0","12","0","12","111","110","0","12","111","110","831","294","405","227","0","12","0","12","57","98","0","12","332","270","37","55","0","12","37","55","1500000US060014446012","Block Group 2, Census Tract 4446.01, Alameda County, California"
"2402","399","2006","365","618","212","160","112","0","12","1025","343","0","12","65","103","138","134","11","18","127","141","396","218","131","123","0","12","11","20","0","12","0","12","175","100","79","89","79","89","0","12","1500000US060014446021","Block Group 1, Census Tract 4446.02, Alameda County, California"
"1719","407","1519","365","269","153","0","12","0","12","1167","343","0","12","0","12","83","75","19","31","64","70","200","162","15","23","0","12","0","12","0","12","0","12","148","156","37","49","15","34","22","36","1500000US060014446022","Block Group 2, Census Tract 4446.02, Alameda County, California"
"4590","330","4072","328","1710","328","197","180","21","22","1789","337","19","30","10","16","326","154","42","48","284","147","518","243","518","243","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014501011","Block Group 1, Census Tract 4501.01, Alameda County, California"
"1567","274","698","134","280","108","140","47","90","39","74","39","40","24","12","18","62","39","12","16","50","33","869","227","501","253","103","88","0","12","0","12","0","12","245","78","20","30","20","30","0","12","1500000US060014501021","Block Group 1, Census Tract 4501.02, Alameda County, California"
"2922","163","2214","141","503","110","1481","160","26","23","53","34","20","21","0","12","131","57","23","30","108","48","708","108","265","88","11","16","18","20","0","12","0","12","356","88","58","42","13","18","45","39","1500000US060014501022","Block Group 2, Census Tract 4501.02, Alameda County, California"
"3276","349","2681","276","970","246","5","9","27","33","1455","196","0","12","118","183","106","84","0","12","106","84","595","381","260","154","0","12","0","12","0","12","0","12","320","347","15","23","15","23","0","12","1500000US060014501023","Block Group 3, Census Tract 4501.02, Alameda County, California"
"1223","276","1139","271","755","220","7","11","0","12","346","285","12","19","0","12","19","31","19","31","0","12","84","65","73","63","0","12","0","12","0","12","0","12","0","12","11","18","11","18","0","12","1500000US060014502001","Block Group 1, Census Tract 4502, Alameda County, California"
"2365","378","2049","384","973","220","245","146","0","12","725","300","0","12","0","12","106","77","0","12","106","77","316","159","269","152","0","12","0","12","8","12","0","12","0","12","39","53","10","17","29","49","1500000US060014502002","Block Group 2, Census Tract 4502, Alameda County, California"
"1297","294","1133","271","815","260","27","42","0","12","142","100","0","12","0","12","149","148","0","12","149","148","164","107","155","108","0","12","0","12","0","12","0","12","9","16","0","12","0","12","0","12","1500000US060014502003","Block Group 3, Census Tract 4502, Alameda County, California"
"2105","308","1696","260","1363","222","16","23","7","11","294","192","0","12","0","12","16","22","0","12","16","22","409","216","198","152","43","63","60","85","0","12","0","12","70","106","38","60","0","12","38","60","1500000US060014503001","Block Group 1, Census Tract 4503, Alameda County, California"
"2648","304","2413","324","1276","230","312","207","0","12","675","250","0","12","11","17","139","107","0","12","139","107","235","137","153","123","13","20","0","12","0","12","0","12","48","55","21","22","0","12","21","22","1500000US060014503002","Block Group 2, Census Tract 4503, Alameda County, California"
"1879","366","1765","359","1582","367","58","63","29","43","96","86","0","12","0","12","0","12","0","12","0","12","114","78","72","56","0","12","0","12","0","12","0","12","25","41","17","27","17","27","0","12","1500000US060014504001","Block Group 1, Census Tract 4504, Alameda County, California"
"1528","478","1408","477","1064","349","22","40","0","12","322","298","0","12","0","12","0","12","0","12","0","12","120","110","95","90","0","12","0","12","0","12","0","12","25","38","0","12","0","12","0","12","1500000US060014504002","Block Group 2, Census Tract 4504, Alameda County, California"
"2812","465","2349","398","1384","440","5","13","0","12","890","273","0","12","0","12","70","64","9","15","61","62","463","264","418","258","0","12","0","12","0","12","0","12","9","14","36","63","9","16","27","47","1500000US060014504003","Block Group 3, Census Tract 4504, Alameda County, California"
"543","197","489","189","466","187","0","12","0","12","23","41","0","12","0","12","0","12","0","12","0","12","54","52","54","52","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014505011","Block Group 1, Census Tract 4505.01, Alameda County, California"
"2806","415","2395","317","1651","344","125","164","0","12","499","263","0","12","0","12","120","135","0","12","120","135","411","332","373","325","19","30","0","12","0","12","0","12","19","34","0","12","0","12","0","12","1500000US060014505012","Block Group 2, Census Tract 4505.01, Alameda County, California"
"2664","372","2315","388","1753","339","1","2","0","12","449","377","0","12","0","12","112","104","0","12","112","104","349","260","177","130","0","12","0","12","0","12","0","12","168","236","4","15","4","15","0","12","1500000US060014505021","Block Group 1, Census Tract 4505.02, Alameda County, California"
"2176","321","2115","324","1405","264","0","12","0","12","604","277","0","12","0","12","106","127","0","12","106","127","61","52","37","44","0","12","0","12","0","12","0","12","14","22","10","15","0","12","10","15","1500000US060014505022","Block Group 2, Census Tract 4505.02, Alameda County, California"
"588","129","563","128","454","99","0","12","0","12","48","37","4","6","0","12","57","51","5","8","52","50","25","22","25","22","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014506011","Block Group 1, Census Tract 4506.01, Alameda County, California"
"2608","257","2462","261","1680","241","113","120","0","12","630","172","0","12","13","19","26","40","0","12","26","40","146","80","81","57","0","12","0","12","0","12","0","12","65","58","0","12","0","12","0","12","1500000US060014506012","Block Group 2, Census Tract 4506.01, Alameda County, California"
"1067","231","966","201","444","153","60","62","0","12","462","216","0","12","0","12","0","12","0","12","0","12","101","75","72","67","0","12","0","12","16","27","0","12","13","21","0","12","0","12","0","12","1500000US060014506021","Block Group 1, Census Tract 4506.02, Alameda County, California"
"1499","354","1499","354","1120","301","40","64","0","12","270","239","0","12","0","12","69","74","0","12","69","74","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014506022","Block Group 2, Census Tract 4506.02, Alameda County, California"
"2219","342","1862","338","1502","317","0","12","6","10","268","186","0","12","0","12","86","78","26","41","60","64","357","182","229","147","0","12","0","12","0","12","0","12","110","121","18","27","18","27","0","12","1500000US060014506023","Block Group 3, Census Tract 4506.02, Alameda County, California"
"678","170","568","159","526","160","1","4","0","12","0","12","0","12","0","12","41","65","0","12","41","65","110","95","110","95","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014506024","Block Group 4, Census Tract 4506.02, Alameda County, California"
"3141","392","2794","346","1640","310","193","191","0","12","791","283","0","12","122","138","48","52","27","43","21","33","347","231","278","230","0","12","0","12","13","21","0","12","13","22","43","67","0","12","43","67","1500000US060014506025","Block Group 5, Census Tract 4506.02, Alameda County, California"
